"Date","GSPC.Adjusted","DJI.Adjusted","NYA.Adjusted","W5000.Adjusted","RUT.Adjusted"
2015-04-02,2066.9599609375,17763.240234375,10953.16015625,21946.619140625,1255.66003417969
2015-04-06,2080.6201171875,17880.849609375,11033.1201171875,22083.169921875,1260.5400390625
2015-04-07,2076.330078125,17875.419921875,11013.240234375,22026.5703125,1253.35998535156
2015-04-08,2081.89990234375,17902.509765625,11032.990234375,22100.560546875,1262.7099609375
2015-04-09,2091.17993164062,17958.73046875,11065.3896484375,22171.279296875,1259.10998535156
2015-04-10,2102.06005859375,18057.650390625,11112.6796875,22274.80078125,1264.77001953125
2015-04-13,2092.42993164062,17977.0390625,11056.759765625,22187.130859375,1265.58996582031
2015-04-14,2095.84008789062,18036.69921875,11108.0703125,22218.830078125,1265.34997558594
2015-04-15,2106.6298828125,18112.609375,11171.0595703125,22339.080078125,1275.34997558594
2015-04-16,2104.98999023438,18105.76953125,11169.75,22324.91015625,1272.90002441406
2015-04-17,2081.17993164062,17826.30078125,11058.4501953125,22060.7890625,1251.85998535156
2015-04-20,2100.39990234375,18034.9296875,11116.5703125,22255.619140625,1264.92004394531
2015-04-21,2097.2900390625,17949.58984375,11100.3798828125,22232.140625,1264.15002441406
2015-04-22,2107.9599609375,18038.26953125,11144.4501953125,22333.689453125,1265.47998046875
2015-04-23,2112.92993164062,18058.689453125,11191.48046875,22396.189453125,1271.5400390625
2015-04-24,2117.68994140625,18080.140625,11192.9296875,22431.1796875,1267.5400390625
2015-04-27,2108.919921875,18037.970703125,11167.3095703125,22316,1252.69995117188
2015-04-28,2114.76000976562,18110.140625,11203.080078125,22367.189453125,1259.35998535156
2015-04-29,2106.85009765625,18035.529296875,11154.1103515625,22277.01953125,1246.94995117188
2015-04-30,2085.51000976562,17840.51953125,11049.740234375,22034.2890625,1220.13000488281
2015-05-01,2108.2900390625,18024.060546875,11140.3603515625,22247.990234375,1228.10998535156
2015-05-04,2114.48999023438,18070.400390625,11173.2802734375,22313.900390625,1233.21997070312
2015-05-05,2089.4599609375,17928.19921875,11049.33984375,22045.890625,1215.42004394531
2015-05-06,2080.14990234375,17841.98046875,11015.990234375,21967.099609375,1219.35998535156
2015-05-07,2088,17924.060546875,11036.400390625,22048.109375,1225.5400390625
2015-05-08,2116.10009765625,18191.109375,11196.5,22319.279296875,1234.93005371094
2015-05-11,2105.330078125,18105.169921875,11140.740234375,22224.810546875,1235.82995605469
2015-05-12,2099.1201171875,18068.23046875,11113.169921875,22169.359375,1233.13000488281
2015-05-13,2098.47998046875,18060.490234375,11117,22159.939453125,1232.28002929688
2015-05-14,2121.10009765625,18252.240234375,11207.330078125,22387.05078125,1245.10998535156
2015-05-15,2122.72998046875,18272.560546875,11228.349609375,22402.169921875,1243.94995117188
2015-05-18,2129.19995117188,18298.880859375,11227.8896484375,22492.01953125,1257.52001953125
2015-05-19,2127.830078125,18312.390625,11213.150390625,22466.9609375,1255.66003417969
2015-05-20,2125.85009765625,18285.400390625,11210.240234375,22451.189453125,1257.73999023438
2015-05-21,2130.82006835938,18285.740234375,11239.66015625,22495.55078125,1256.73999023438
2015-05-22,2126.06005859375,18232.01953125,11197.6904296875,22449.830078125,1252.21997070312
2015-05-26,2104.19995117188,18041.5390625,11065.3203125,22224.390625,1238.76000976562
2015-05-27,2123.47998046875,18162.990234375,11143.349609375,22422.939453125,1254.35998535156
2015-05-28,2120.7900390625,18126.119140625,11132.740234375,22391.2890625,1253.09997558594
2015-05-29,2107.38989257812,18010.6796875,11056.2998046875,22259.69921875,1246.53002929688
2015-06-01,2111.72998046875,18040.369140625,11061.6796875,22300.33984375,1249.61999511719
2015-06-02,2109.60009765625,18011.939453125,11080.8896484375,22292.720703125,1251.80004882812
2015-06-03,2114.07006835938,18076.26953125,11107.9404296875,22357.419921875,1264.57995605469
2015-06-04,2095.84008789062,17905.580078125,11000.3896484375,22161.75,1251.2900390625
2015-06-05,2092.830078125,17849.4609375,10979.330078125,22167.66015625,1261.01000976562
2015-06-08,2079.28002929688,17766.55078125,10917.8203125,22018.080078125,1253.69995117188
2015-06-09,2080.14990234375,17764.0390625,10915.6396484375,22014.599609375,1249.66003417969
2015-06-10,2105.19995117188,18000.400390625,11057.990234375,22267.240234375,1266.93005371094
2015-06-11,2108.86010742188,18039.369140625,11080.509765625,22310.029296875,1268.92004394531
2015-06-12,2094.11010742188,17898.83984375,11009.91015625,22173.669921875,1265.02001953125
2015-06-15,2084.42993164062,17791.169921875,10949.5400390625,22079.349609375,1261.0400390625
2015-06-16,2096.2900390625,17904.48046875,10997.66015625,22200.1796875,1269.53002929688
2015-06-17,2100.43994140625,17935.740234375,11013.66015625,22238.880859375,1268.32995605469
2015-06-18,2121.23999023438,18115.83984375,11100.4697265625,22453.400390625,1284.68005371094
2015-06-19,2109.98999023438,18015.94921875,11038.9599609375,22347.650390625,1284.66003417969
2015-06-22,2122.85009765625,18119.779296875,11129.6103515625,22473.25,1292.39001464844
2015-06-23,2124.19995117188,18144.0703125,11149.3603515625,22498.580078125,1295.80004882812
2015-06-24,2108.580078125,17966.0703125,11066.1396484375,22324.8203125,1283.92004394531
2015-06-25,2102.31005859375,17890.359375,11035.73046875,22258.1796875,1283.28002929688
2015-06-26,2101.48999023438,17946.6796875,11040.3095703125,22245.419921875,1279.80004882812
2015-06-29,2057.63989257812,17596.349609375,10790.330078125,21774.3203125,1246.75
2015-06-30,2063.11010742188,17619.509765625,10805.2001953125,21841.75,1253.94995117188
2015-07-01,2077.419921875,17757.91015625,10858.990234375,21968.08984375,1256.40002441406
2015-07-02,2076.78002929688,17730.109375,10864.8203125,21950.58984375,1248.26000976562
2015-07-06,2068.76000976562,17683.580078125,10782.6796875,21869.98046875,1246.9599609375
2015-07-07,2081.34008789062,17776.91015625,10829.3203125,21994.390625,1248.05004882812
2015-07-08,2046.68005371094,17515.419921875,10636.7998046875,21628.939453125,1228.9599609375
2015-07-09,2051.31005859375,17548.619140625,10689.509765625,21686.66015625,1234.15002441406
2015-07-10,2076.6201171875,17760.41015625,10853.919921875,21954.359375,1252.02001953125
2015-07-13,2099.60009765625,17977.6796875,10944.849609375,22194.619140625,1265.34997558594
2015-07-14,2108.94995117188,18053.580078125,10993.259765625,22300.630859375,1273.32995605469
2015-07-15,2107.39990234375,18050.169921875,10958.830078125,22252.580078125,1264.52001953125
2015-07-16,2124.2900390625,18120.25,11024.8701171875,22416.650390625,1272.82995605469
2015-07-17,2126.63989257812,18086.44921875,10987.169921875,22420.66015625,1267.08996582031
2015-07-20,2128.28002929688,18100.41015625,10969.490234375,22413.109375,1260.21997070312
2015-07-21,2119.2099609375,17919.2890625,10919,22310.369140625,1254.56994628906
2015-07-22,2114.14990234375,17851.0390625,10899.8603515625,22265.720703125,1258.34997558594
2015-07-23,2102.14990234375,17731.919921875,10840.73046875,22131.98046875,1244.96997070312
2015-07-24,2079.64990234375,17568.529296875,10721.9501953125,21906.75,1225.98999023438
2015-07-27,2067.63989257812,17440.58984375,10656.6103515625,21761.669921875,1214.60998535156
2015-07-28,2093.25,17630.26953125,10790.1796875,22027.650390625,1224.59997558594
2015-07-29,2108.57006835938,17751.390625,10883.91015625,22192.390625,1229.59997558594
2015-07-30,2108.6298828125,17745.98046875,10881.75,22205.859375,1232.06994628906
2015-07-31,2103.84008789062,17689.859375,10882.2802734375,22180.080078125,1238.68005371094
2015-08-03,2098.0400390625,17598.19921875,10841.259765625,22106.880859375,1231.7900390625
2015-08-04,2093.32006835938,17550.689453125,10824.7001953125,22066.9296875,1228.84997558594
2015-08-05,2099.84008789062,17540.470703125,10847.849609375,22116.8203125,1231.75
2015-08-06,2083.56005859375,17419.75,10799.4404296875,21923.30078125,1215.84997558594
2015-08-07,2077.57006835938,17373.380859375,10763.150390625,21852.580078125,1206.90002441406
2015-08-10,2104.17993164062,17615.169921875,10906.0498046875,22132.240234375,1222.67004394531
2015-08-11,2084.07006835938,17402.83984375,10802.08984375,21928.5,1211.14001464844
2015-08-12,2086.05004882812,17402.509765625,10779.4599609375,21946.150390625,1208.97998046875
2015-08-13,2083.38989257812,17408.25,10745.3095703125,21914.0703125,1204.73999023438
2015-08-14,2091.5400390625,17477.400390625,10782.240234375,22009.759765625,1212.68994140625
2015-08-17,2102.43994140625,17545.1796875,10818.5703125,22141.650390625,1225.08996582031
2015-08-18,2096.919921875,17511.33984375,10792.7998046875,22063.7109375,1214.89001464844
2015-08-19,2079.61010742188,17348.73046875,10687.01953125,21874.91015625,1202.97998046875
2015-08-20,2035.72998046875,16990.689453125,10475.75,21395.240234375,1172.52001953125
2015-08-21,1970.89001464844,16459.75,10195.6904296875,20770.279296875,1156.7900390625
2015-08-24,1893.2099609375,15871.349609375,9789.9404296875,19956.48046875,1111.68994140625
2015-08-25,1867.60998535156,15666.4404296875,9692.3896484375,19722.009765625,1104.09997558594
2015-08-26,1940.51000976562,16285.509765625,9979.669921875,20427.869140625,1132.18994140625
2015-08-27,1987.66003417969,16654.76953125,10230.509765625,20921.5,1153.60998535156
2015-08-28,1988.86999511719,16643.009765625,10242.0595703125,20968.310546875,1162.91003417969
2015-08-31,1972.18005371094,16528.029296875,10176.5,20802.9609375,1159.44995117188
2015-09-01,1913.84997558594,16058.349609375,9874.669921875,20206.060546875,1128.05004882812
2015-09-02,1948.85998535156,16351.3798828125,10013.3603515625,20558.41015625,1146.03002929688
2015-09-03,1951.13000488281,16374.759765625,10049.2900390625,20590.630859375,1145.15002441406
2015-09-04,1921.21997070312,16102.3798828125,9871.8603515625,20304.16015625,1136.17004394531
2015-09-08,1969.41003417969,16492.6796875,10109.6796875,20795.279296875,1161.76000976562
2015-09-09,1942.0400390625,16253.5703125,9988.91015625,20516.7890625,1148.22998046875
2015-09-10,1952.2900390625,16330.400390625,10019.3896484375,20610.16015625,1153.03002929688
2015-09-11,1961.05004882812,16433.08984375,10040.2197265625,20691.66015625,1157.7900390625
2015-09-14,1953.03002929688,16370.9599609375,9988.58984375,20606.19921875,1153.5
2015-09-15,1978.08996582031,16599.849609375,10105.8701171875,20851.740234375,1166
2015-09-16,1995.31005859375,16739.94921875,10236.7197265625,21033.25,1175.19995117188
2015-09-17,1990.19995117188,16674.740234375,10215.5400390625,21007.720703125,1180.68994140625
2015-09-18,1958.03002929688,16384.580078125,10031.599609375,20678.740234375,1163.34997558594
2015-09-21,1966.96997070312,16510.189453125,10066.0703125,20757.98046875,1161.08996582031
2015-09-22,1942.73999023438,16330.4697265625,9912.599609375,20487.30078125,1143.03002929688
2015-09-23,1938.76000976562,16279.8896484375,9867.900390625,20430.390625,1140.05004882812
2015-09-24,1932.23999023438,16201.3203125,9837.8095703125,20355.109375,1137.5400390625
2015-09-25,1931.33996582031,16314.669921875,9857.259765625,20313.51953125,1122.7900390625
2015-09-28,1881.77001953125,16001.8896484375,9601.419921875,19760.1796875,1090.56994628906
2015-09-29,1884.08996582031,16049.1298828125,9622.0703125,19737.25,1083.91003417969
2015-09-30,1920.03002929688,16284.7001953125,9799.6904296875,20119.279296875,1100.68994140625
2015-10-01,1923.81994628906,16272.009765625,9820.9501953125,20157.359375,1097.55004882812
2015-10-02,1951.35998535156,16472.369140625,9973.5595703125,20453.859375,1114.11999511719
2015-10-05,1987.05004882812,16776.4296875,10167.9296875,20847.2109375,1141.64001464844
2015-10-06,1979.92004394531,16790.189453125,10156.3798828125,20763.140625,1133.68994140625
2015-10-07,1995.82995605469,16912.2890625,10258.51953125,20954.7109375,1152.59997558594
2015-10-08,2013.43005371094,17050.75,10361.0400390625,21133.33984375,1163.23999023438
2015-10-09,2014.89001464844,17084.490234375,10361.259765625,21157.55078125,1165.35998535156
2015-10-12,2017.4599609375,17131.859375,10356.490234375,21165.169921875,1164.40002441406
2015-10-13,2003.68994140625,17081.890625,10262.9404296875,21001.5703125,1147.83996582031
2015-10-14,1994.23999023438,16924.75,10229.669921875,20880.099609375,1136.96997070312
2015-10-15,2023.85998535156,17141.75,10378.26953125,21201.419921875,1162.77001953125
2015-10-16,2033.10998535156,17215.970703125,10421.91015625,21280.380859375,1162.31005859375
2015-10-19,2033.66003417969,17230.5390625,10391.599609375,21285.830078125,1164.30004882812
2015-10-20,2030.77001953125,17217.109375,10383.419921875,21256.2109375,1163.27001953125
2015-10-21,2018.93994140625,17168.609375,10306.4404296875,21093.240234375,1144.94995117188
2015-10-22,2052.51000976562,17489.16015625,10448.830078125,21394.529296875,1154.52001953125
2015-10-23,2075.14990234375,17646.69921875,10506.509765625,21614.060546875,1166.06005859375
2015-10-26,2071.17993164062,17623.05078125,10464.6201171875,21566.9609375,1159.5
2015-10-27,2065.88989257812,17581.4296875,10400.1796875,21475.369140625,1145.2900390625
2015-10-28,2090.35009765625,17779.51953125,10538.2001953125,21771.94921875,1178.71997070312
2015-10-29,2089.40991210938,17755.80078125,10498.16015625,21735.259765625,1165.63000488281
2015-10-30,2079.36010742188,17663.5390625,10460.9599609375,21648.509765625,1161.85998535156
2015-11-02,2104.05004882812,17828.759765625,10579.8701171875,21897.7890625,1186.08996582031
2015-11-03,2109.7900390625,17918.150390625,10609.919921875,21961.259765625,1191.57995605469
2015-11-04,2102.31005859375,17867.580078125,10563.9599609375,21885.9609375,1190.38000488281
2015-11-05,2099.92993164062,17863.4296875,10548.3603515625,21866.4609375,1190.68994140625
2015-11-06,2099.19995117188,17910.330078125,10513.3603515625,21865.240234375,1199.75
2015-11-09,2078.580078125,17730.48046875,10415.1904296875,21645.0390625,1184.43005371094
2015-11-10,2081.71997070312,17758.2109375,10432.349609375,21678.630859375,1187.69995117188
2015-11-11,2075,17702.220703125,10399.900390625,21586.6796875,1178.06994628906
2015-11-12,2045.96997070312,17448.0703125,10235.9501953125,21268.380859375,1154.81005859375
2015-11-13,2023.0400390625,17245.240234375,10155.0703125,21043.66015625,1146.55004882812
2015-11-16,2053.18994140625,17483.009765625,10299.400390625,21334.83984375,1156.07995605469
2015-11-17,2050.43994140625,17489.5,10285.759765625,21300.740234375,1153.2099609375
2015-11-18,2083.580078125,17737.16015625,10429.599609375,21638,1171.75
2015-11-19,2081.23999023438,17732.75,10431.4599609375,21606.419921875,1166.72998046875
2015-11-20,2089.169921875,17823.810546875,10444.2001953125,21681.310546875,1175.15002441406
2015-11-23,2086.59008789062,17792.6796875,10421.41015625,21673.94921875,1180.35998535156
2015-11-24,2089.13989257812,17812.189453125,10449.7197265625,21719.7109375,1188.81005859375
2015-11-25,2088.8701171875,17813.390625,10450.3603515625,21741.869140625,1198.02001953125
2015-11-27,2090.11010742188,17813.390625,10450.5302734375,21761.33984375,1202.38000488281
2015-11-30,2080.40991210938,17719.919921875,10409.58984375,21658.55078125,1198.10998535156
2015-12-01,2102.6298828125,17888.349609375,10519.58984375,21866.66015625,1204.16003417969
2015-12-02,2079.51000976562,17729.6796875,10389.2001953125,21627.380859375,1191.68994140625
2015-12-03,2049.6201171875,17477.669921875,10257.3798828125,21298.130859375,1170.56994628906
2015-12-04,2091.68994140625,17847.630859375,10408.8603515625,21678.169921875,1183.40002441406
2015-12-07,2077.07006835938,17730.509765625,10304.5302734375,21489.19921875,1164.30004882812
2015-12-08,2063.59008789062,17568,10198.3701171875,21365.01953125,1159.40002441406
2015-12-09,2047.61999511719,17492.30078125,10162.3701171875,21208.779296875,1145.86999511719
2015-12-10,2052.22998046875,17574.75,10172.0400390625,21254.919921875,1149.02001953125
2015-12-11,2012.36999511719,17265.2109375,9976.650390625,20823.359375,1123.60998535156
2015-12-14,2021.93994140625,17368.5,9986.759765625,20871.029296875,1115.85998535156
2015-12-15,2043.41003417969,17524.91015625,10110.9404296875,21099.580078125,1131.55004882812
2015-12-16,2073.07006835938,17749.08984375,10267.830078125,21412.890625,1148.96997070312
2015-12-17,2041.89001464844,17495.83984375,10112.6298828125,21100.33984375,1135.35998535156
2015-12-18,2005.55004882812,17128.55078125,9967.6396484375,20754.91015625,1121.02001953125
2015-12-21,2021.15002441406,17251.619140625,10023.0302734375,20911.75,1127.73999023438
2015-12-22,2038.96997070312,17417.26953125,10112.400390625,21100.220703125,1137.68994140625
2015-12-23,2064.2900390625,17602.609375,10276.2802734375,21379.390625,1152.81994628906
2015-12-24,2060.98999023438,17552.169921875,10258.5498046875,21354.560546875,1154.76000976562
2015-12-28,2056.5,17528.26953125,10217.400390625,21296.1796875,1148.2099609375
2015-12-29,2078.36010742188,17720.98046875,10306.599609375,21509.859375,1160.52001953125
2015-12-30,2063.36010742188,17603.869140625,10225.830078125,21350.220703125,1149.64001464844
2015-12-31,2043.93994140625,17425.029296875,10143.419921875,21167.859375,1135.89001464844
2016-01-04,2012.66003417969,17148.939453125,10001.5595703125,20841.359375,1108.61999511719
2016-01-05,2016.7099609375,17158.66015625,10028.0595703125,20879.9296875,1110.43994140625
2016-01-06,1990.26000976562,16906.509765625,9868.259765625,20593.400390625,1094.36999511719
2016-01-07,1943.08996582031,16514.099609375,9650.419921875,20089.529296875,1064.56994628906
2016-01-08,1922.03002929688,16346.4501953125,9528.76953125,19867.099609375,1046.19995117188
2016-01-11,1923.67004394531,16398.5703125,9527.66015625,19848.26953125,1041.90002441406
2016-01-12,1938.68005371094,16516.220703125,9576.51953125,19972.189453125,1044.69995117188
2016-01-13,1890.28002929688,16151.41015625,9374.23046875,19440.9296875,1010.19000244141
2016-01-14,1921.83996582031,16379.0498046875,9516.5498046875,19755.740234375,1025.67004394531
2016-01-15,1880.32995605469,15988.080078125,9299.6298828125,19335.23046875,1007.71997070312
2016-01-19,1881.32995605469,16016.01953125,9301.740234375,19286.30078125,994.869995117188
2016-01-20,1859.32995605469,15766.740234375,9156.83984375,19077.689453125,999.309997558594
2016-01-21,1868.98999023438,15882.6796875,9226.5703125,19172.58984375,997.340026855469
2016-01-22,1906.90002441406,16093.509765625,9426.91015625,19592.33984375,1020.65997314453
2016-01-25,1877.07995605469,15885.2197265625,9262.990234375,19261.48046875,997.369995117188
2016-01-26,1903.63000488281,16167.23046875,9429.1103515625,19563.099609375,1017.96997070312
2016-01-27,1882.94995117188,15944.4599609375,9373.7802734375,19335.66015625,1002.75
2016-01-28,1893.35998535156,16069.6396484375,9397.7900390625,19434.3203125,1003.27001953125
2016-01-29,1940.23999023438,16466.30078125,9632.7001953125,19926.099609375,1035.38000488281
2016-02-01,1939.38000488281,16449.1796875,9616.6904296875,19917.83984375,1032.39001464844
2016-02-02,1903.03002929688,16153.5400390625,9413.7802734375,19524.150390625,1008.84002685547
2016-02-03,1912.53002929688,16336.66015625,9495.2099609375,19606.9296875,1010.29998779297
2016-02-04,1915.44995117188,16416.580078125,9534.2998046875,19655.419921875,1014.78997802734
2016-02-05,1880.05004882812,16204.9697265625,9390.330078125,19244.939453125,985.619995117188
2016-02-08,1853.43994140625,16027.0498046875,9231.330078125,18921.9296875,969.340026855469
2016-02-09,1852.2099609375,16014.3798828125,9187.7900390625,18883.75,963.900024414062
2016-02-10,1851.85998535156,15914.740234375,9176.7197265625,18890.669921875,963.47998046875
2016-02-11,1829.07995605469,15660.1796875,9029.8798828125,18656.05078125,953.719970703125
2016-02-12,1864.78002929688,15973.83984375,9229.6796875,19026.83984375,971.989990234375
2016-02-16,1895.57995605469,16196.41015625,9375.3896484375,19370.55078125,995.799987792969
2016-02-17,1926.81994628906,16453.830078125,9532.2802734375,19707.689453125,1011.13000488281
2016-02-18,1917.82995605469,16413.4296875,9504.98046875,19618.25,1004.71002197266
2016-02-19,1917.78002929688,16391.990234375,9485.9599609375,19624.1796875,1010.01000976562
2016-02-22,1945.5,16620.66015625,9616.3203125,19913.16015625,1021.73999023438
2016-02-23,1921.27001953125,16431.779296875,9494.3203125,19676.830078125,1012.15002441406
2016-02-24,1929.80004882812,16484.990234375,9506.0703125,19779.390625,1022.08001708984
2016-02-25,1951.69995117188,16697.2890625,9625.26953125,19998.51953125,1031.57995605469
2016-02-26,1948.05004882812,16639.970703125,9619.7900390625,19996.51953125,1037.18005371094
2016-02-29,1932.22998046875,16516.5,9559.5302734375,19864.01953125,1033.90002441406
2016-03-01,1978.34997558594,16865.080078125,9771,20325.19921875,1054.48999023438
2016-03-02,1986.44995117188,16899.3203125,9837.58984375,20435.939453125,1065.67004394531
2016-03-03,1993.40002441406,16943.900390625,9907.9697265625,20538.83984375,1076.05004882812
2016-03-04,1999.98999023438,17006.76953125,9968.41015625,20609.470703125,1081.93005371094
2016-03-07,2001.76000976562,17073.94921875,10006.1904296875,20659.08984375,1094.15002441406
2016-03-08,1979.26000976562,16964.099609375,9868.51953125,20379.580078125,1067.88000488281
2016-03-09,1989.26000976562,17000.359375,9924.8095703125,20479.580078125,1072.77001953125
2016-03-10,1989.56994628906,16995.130859375,9918.0703125,20452.400390625,1063.98999023438
2016-03-11,2022.18994140625,17213.310546875,10104.1904296875,20802.970703125,1087.56005859375
2016-03-14,2019.64001464844,17229.130859375,10074.26953125,20772.48046875,1084.25
2016-03-15,2015.93005371094,17251.529296875,10013.599609375,20694.419921875,1066.67004394531
2016-03-16,2027.21997070312,17325.759765625,10084.169921875,20836.220703125,1074.51000976562
2016-03-17,2040.58996582031,17481.490234375,10190.400390625,20998.029296875,1091.25
2016-03-18,2049.580078125,17602.30078125,10223.4296875,21096.80078125,1101.67004394531
2016-03-21,2051.60009765625,17623.869140625,10219.6904296875,21109.919921875,1098.57995605469
2016-03-22,2049.80004882812,17582.5703125,10194.2001953125,21100.109375,1097.33996582031
2016-03-23,2036.7099609375,17502.58984375,10099.6796875,20914.939453125,1075.69995117188
2016-03-24,2035.93994140625,17515.73046875,10086.599609375,20914.76953125,1079.5400390625
2016-03-28,2037.05004882812,17535.390625,10106.4404296875,20927.3203125,1080.22998046875
2016-03-29,2055.01000976562,17633.109375,10190.41015625,21152.0703125,1109.07995605469
2016-03-30,2063.94995117188,17716.66015625,10236.9501953125,21238.05078125,1110.43994140625
2016-03-31,2059.73999023438,17685.08984375,10207.3701171875,21224.3203125,1114.03002929688
2016-04-01,2072.78002929688,17792.75,10219.9599609375,NA,1117.68005371094
2016-04-04,2066.1298828125,17737,10183,21238.9296875,1108.5400390625
2016-04-05,2045.17004394531,17603.3203125,10061.080078125,21036.73046875,1095.84997558594
2016-04-06,2066.65991210938,17716.05078125,10159.849609375,21264.279296875,1108.81005859375
